Date,Driver,Age,Team,Circuit,PitStopTime,ReactionTime,FinalPosition,DNF,Points,MaxSpeed,Overtakes,Experience,DriverSkill,CarPerformance,TrackFamiliarity,EngineMode,QualifyingPosition,TyreWear,FuelConsumption,DownforceLevel,FinalRaceTime,TrackTemperature,WeatherCondition_Mixed,WeatherCondition_Wet,TyreCompound_Medium,TyreCompound_Soft,TrackGrip_Low,TrackGrip_Medium
2010-03-02,Ricciardo,30,McLaren,Monaco,3.03,0.4684149366190729,20.0,1,0,327.9,8.880225538706377,10,68.80225538706377,82.3489162311933,2.2747763827913725,3.639111573612289,8.0,77.18171219428858,1.6608046400117764,963.4490268341586,274.8767854402611,22.98985614845754,0,1,0,1,1,0
2010-07-13,Alonso,26,Red Bull,Melbourne,3.129,0.4785002270105059,20.0,1,0,325.1,8.8077476200594,2,63.077476200594,93.52009018837248,1.183333466378188,6.602937680011611,9.0,60.246649889891046,1.8307853064359847,958.1338371790624,267.2238458252215,37.83111968057487,0,1,0,1,0,1
2012-04-03,Sainz,29,Mercedes,Monaco,2.701,0.5244996929307983,20.0,1,0,310.6,6.190038228544168,1,41.90038228544168,86.9421461508175,8.38106897533422,1.5431160213104431,12.0,25.554408144783824,1.4138110646505837,963.1123141992548,275.890459927614,39.019626215422434,0,1,0,0,1,0
2010-09-17,Alonso,23,Alfa Romeo,Montreal,3.453,0.4210662558305754,3.0,0,15,324.9,12.83075633268049,16,83.3075633268049,82.23680105331574,5.741596274109176,3.3076627953473707,9.0,53.45281790225332,1.5480421812680971,938.4406898508583,256.9505603094048,34.03192993923741,0,0,0,0,0,1
2013-12-06,Alonso,22,Aston Martin,Abu Dhabi,3.25,0.4266007360727405,5.0,0,10,325.9,9.175287577932112,14,81.75287577932112,93.09860457129555,6.449311248624362,8.890127842965736,8.0,78.9975096209765,1.7188392049089851,948.3270178128924,252.15323821080145,39.27417949886403,0,0,0,1,0,0
2022-02-22,Perez,24,Haas,Spa,2.195,0.3957651906824952,1.0,0,25,299.9,12.894865720677902,17,88.94865720677903,98.5791679540117,7.097608522595613,8.846378482879622,6.0,27.78911816217906,1.6381714047378972,1018.1806738687412,277.03105583122243,32.34488990910977,1,0,0,0,0,1
2014-09-07,Hamilton,18,McLaren,Spa,3.054,0.4194388650388123,20.0,1,0,314.1,11.121097217794434,7,61.21097217794434,92.95559471914277,0.93884321313347,9.452121453596485,10.0,40.24540320704825,1.783809673871962,939.6047385883388,273.9416953946366,33.06832073454985,0,1,0,0,0,1
2012-04-17,Verstappen,30,Ferrari,Suzuka,2.378,0.4809933614950333,6.0,0,8,326.8,9.024066491594857,3,60.24066491594857,92.45657205076787,6.708758956890129,5.645890547539228,10.0,49.48682359999318,1.6638103582743302,941.3140219953236,272.93566093935,30.68852545896374,1,0,1,0,1,0
2020-04-20,Alonso,27,McLaren,Silverstone,3.33,0.5037908646742185,5.0,0,10,325.8,9.141028656078108,4,51.41028656078108,91.29017473613018,7.58369223983925,9.991565393366496,10.0,20.65157259199294,1.817319449502048,928.3472524407474,276.0425637943459,20.63547816860238,1,0,0,0,1,0
2011-01-18,Hamilton,26,McLaren,Interlagos,2.69,0.4797049462040037,20.0,1,0,337.6,9.99246938490766,2,54.92469384907659,99.10836395332063,0.5985218683126703,3.4756558045957684,11.0,50.66006896388844,1.6911518269573496,939.6392500635524,285.1773735160155,22.69728567483261,0,1,1,0,1,0
2017-06-13,Leclerc,26,Red Bull,Melbourne,2.511,0.4283344852977378,1.0,0,25,314.0,12.915998808656298,16,79.15998808656298,86.33921969389672,9.961511990964464,5.026521502237932,8.0,69.53084765615,1.553356367061422,955.3467749820982,278.31680268304285,20.78572964216836,0,0,1,0,1,0
2016-05-26,Alonso,29,Red Bull,Montreal,3.342,0.4357042709713349,2.0,0,18,319.3,13.958109581388436,19,89.58109581388435,85.15451258821675,4.366753801123609,5.818007420180802,8.0,54.49292047165228,1.5958677683936555,951.0624788042636,267.3291170931592,35.91026028159451,1,0,0,0,1,0
2020-02-22,Verstappen,20,McLaren,Montreal,2.175,0.4881436799417447,20.0,1,0,319.1,7.886519596399937,10,63.865195963999376,89.02304643141048,7.757368180426917,7.141148303846629,9.0,22.085946425045087,1.6930759832710875,958.3384065881056,278.46396785837265,27.858899526908168,0,1,0,0,1,0
2014-04-25,Bottas,21,Ferrari,Montreal,3.097,0.4506508285757276,5.0,0,10,342.2,7.637197770641213,9,71.37197770641214,99.36495088279707,1.7517307745343702,7.507030887958261,9.0,56.04360645433793,1.8637867571336209,900.5317276169651,271.39366429347774,32.71426727911757,0,0,0,0,1,0
2013-06-13,Sainz,36,Williams,Abu Dhabi,3.188,0.4757632216272438,2.0,0,18,353.0,12.215619585658388,8,72.15619585658388,98.61207726124914,8.216875037244879,8.175664900031316,8.0,63.20826143414472,1.9745965503579663,898.4858622318586,267.3060831709087,42.68916184815232,1,0,0,1,1,0
2021-04-22,Perez,27,Alfa Romeo,Montreal,2.32,0.4295187916596983,3.0,0,15,329.4,11.743055351654856,15,82.43055351654856,94.6953858581264,3.924862613269154,9.595600633613218,7.0,32.40243435571332,1.8849076084435408,978.3720570797616,275.8586907693719,26.232305728721872,1,0,0,0,0,1
2011-08-27,Ricciardo,18,Alfa Romeo,Spa,3.267,0.4433130633679242,6.0,0,8,327.8,7.447688685310983,10,64.47688685310983,96.05195208388892,9.12057104427776,3.059545638819979,10.0,51.40843813777954,1.5962796057501565,981.6372459210028,275.6007049652462,30.259573075890746,1,0,0,0,1,0
2017-04-22,Alonso,33,Williams,Singapore,3.077,0.4619945999892199,7.0,0,6,326.2,6.303786175489432,2,63.03786175489432,81.6900184808916,8.335913607853664,3.133659690199212,10.0,78.84800832851846,1.443338203135355,954.6887986970764,257.1502227765282,38.888778463576216,0,0,0,1,0,1
2023-05-25,Vettel,25,Aston Martin,Abu Dhabi,2.166,0.4510484911783556,6.0,0,8,342.1,6.892324225499872,9,68.92324225499873,94.08711129640984,7.638933147884979,4.323314053465209,10.0,86.72678786047247,1.718960221807712,880.7503743679302,265.18528103286803,25.71995413729056,1,0,0,1,0,1
2022-03-13,Leclerc,32,Williams,Interlagos,2.172,0.4437063164869795,1.0,0,25,333.3,13.354907674535124,16,93.54907674535124,99.65798785570811,3.5907966796751047,7.810225748313018,6.0,57.18220500853364,1.7443849701545744,930.4962040375248,269.12484324105657,21.924497745719822,1,0,1,0,0,1
2021-05-07,Leclerc,29,Alfa Romeo,Suzuka,2.714,0.5147519195080906,4.0,0,12,326.6,9.975472265614895,10,69.75472265614896,82.00701093778041,6.531844725070009,4.9195613090264425,10.0,61.850011232841005,1.6732807681019033,954.5035129757372,269.3558429575601,27.2437863228442,0,0,1,0,1,0
2014-08-09,Alonso,31,Alpine,Monza,3.043,0.4528720432987221,20.0,1,0,329.1,7.187694437099656,8,66.87694437099655,98.29117509525048,6.855855072238293,1.7526228840225453,9.0,90.61512994930162,1.4684718011936864,978.4882850619716,266.621790328334,24.03053218135011,1,0,0,1,0,1
2019-06-27,Leclerc,29,Aston Martin,Interlagos,2.545,0.4274682865280875,5.0,0,10,333.9,9.669577514415064,16,81.69577514415064,81.06013692952119,1.1967938015331403,6.389166429316953,9.0,53.37386456703428,1.8355623088563493,934.0514840447167,268.6570072516611,43.24244130856432,1,0,0,0,0,1
2012-10-23,Hamilton,32,Williams,Suzuka,3.282,0.4856524406017925,20.0,1,0,328.1,6.676167223040428,7,56.76167223040429,95.06338171948852,9.384410815909684,1.1800518431145886,8.0,91.2605351876864,1.482033409863314,942.1928320195598,279.9060265288618,40.20300948911043,0,1,0,1,1,0
2014-05-15,Perez,28,Red Bull,Abu Dhabi,2.942,0.498708739155364,4.0,0,12,329.6,8.79799001967702,5,57.9799001967702,85.71374750515798,7.697317035133054,4.691531775557619,10.0,46.65297269112416,1.5771377874017607,958.3002601485152,267.0755308682735,35.835093912760584,0,0,0,0,0,0
2014-03-05,Verstappen,28,Alfa Romeo,Abu Dhabi,2.462,0.4541660010473242,1.0,0,25,333.1,11.675517450510608,15,81.75517450510608,96.68674158404131,1.9060453429079536,9.901463885218927,7.0,77.18144587466853,1.955261804127286,934.1602113638164,256.16557222474427,41.78651475469295,0,0,1,0,0,0
2021-04-02,Alonso,26,Alfa Romeo,Monaco,3.61,0.4191490229401732,4.0,0,12,314.9,11.808762553147847,13,73.08762553147848,89.14643757277321,1.7342592117215594,6.5169716236491295,9.0,69.32678013016977,1.6731599482728263,988.7695530296098,265.76063931004404,40.09180192247786,1,0,0,1,1,0
2018-06-27,Leclerc,32,Haas,Suzuka,3.042,0.5134422023437434,7.0,0,6,312.7,7.418963801159835,8,59.18963801159835,85.84013340677399,1.5186480549644876,9.641057848853482,11.0,60.608532074572736,1.8388361283374608,936.378653681016,271.36393071134404,24.66425147215089,1,0,0,1,1,0
2017-10-04,Leclerc,22,Aston Martin,Abu Dhabi,2.919,0.5204068406985622,20.0,1,0,317.8,8.421170333203962,4,54.21170333203962,93.54345917046037,8.730069820076487,6.186240606462939,8.0,70.76291182278041,1.5988188159867862,966.7946200203623,273.7054485882043,42.313974962249446,0,1,0,1,0,0
2016-10-08,Verstappen,33,McLaren,Interlagos,3.259,0.4256695713029831,20.0,1,0,339.6,9.059926617273858,18,80.59926617273858,91.71150562503183,9.518098830547007,1.972680605792684,10.0,52.967359759945865,1.536941642801162,908.0273321410205,266.5327882378802,33.48355604789127,0,1,0,0,0,1
2015-01-04,Hamilton,32,Ferrari,Melbourne,2.938,0.4833878486019669,20.0,1,0,338.7,6.173111751104964,5,51.73111751104964,86.38243416482183,9.12783259363573,2.157357288852031,10.0,50.69682081900649,1.6015296567639834,939.5396846244828,277.44546596249927,40.18600387910156,0,1,1,0,1,0
2017-05-29,Norris,32,Williams,Montreal,2.287,0.4605734071790839,20.0,1,0,326.0,10.879570298041967,12,78.79570298041968,83.95909174792585,7.773261826786464,9.442555191527443,8.0,74.15259102441566,1.8508542189887764,981.8000346368792,272.47296356365,42.40228249808733,0,1,1,0,1,0
2014-04-30,Alonso,25,Haas,Singapore,3.021,0.430027593574689,2.0,0,18,340.0,8.362728716114614,8,78.62728716114613,84.42109382891802,0.8643181417298018,8.343815121177645,9.0,41.66040058630133,1.8217131146105408,939.4159319323464,262.55121108352967,27.950086874296595,0,0,0,0,0,1
2017-09-14,Leclerc,22,Mercedes,Suzuka,3.139,0.4006781483294062,20.0,1,0,334.0,9.1260274186628,18,81.260274186628,85.211969241806,4.623335600353558,7.842464275037056,10.0,69.40840096564504,1.861158580128312,952.1525232974652,276.1795645960578,22.75129811319192,0,1,1,0,0,1
2021-12-03,Perez,32,Alfa Romeo,Monaco,3.341,0.4362617344048304,20.0,1,0,341.0,12.408080942369704,15,84.08080942369705,81.79050862111868,5.230672309803854,8.555612892961953,8.0,20.489103930639217,1.9927278801632224,922.2431288502396,273.5007384805672,25.698379063548543,0,1,0,0,0,1
2015-03-13,Alonso,41,Ferrari,Monaco,2.517,0.4503027032801041,20.0,1,0,328.9,8.449012424742657,7,64.49012424742656,84.86297393314918,9.436538963009175,3.500420425961288,10.0,75.31047987636617,1.4992016995466757,935.06153802765,272.64052853343225,30.677694715656408,0,1,1,0,0,1
2011-12-13,Sainz,35,Williams,Monza,3.224,0.478308144766374,6.0,0,8,319.1,9.120971534711348,7,76.20971534711349,91.25190962712382,0.0525425066651197,9.326384045126233,9.0,87.08042920656627,1.724965941496618,941.4389895406172,256.12316392289097,40.45036914806233,1,0,0,1,0,1
2020-08-15,Hamilton,26,Haas,Silverstone,2.998,0.4906497298016307,8.0,0,4,335.2,10.23763334296874,4,62.37633342968739,86.88959143278323,3.809986730965562,2.755740680681445,10.0,23.40899225073505,1.6062443083022568,899.3245543283643,265.78352814292487,41.51826458140859,0,0,0,0,0,1
2015-11-18,Vettel,30,Mercedes,Suzuka,2.567,0.4725534139636973,9.0,0,2,329.8,6.065123080071207,5,65.65123080071207,82.21390816093579,6.801529733169405,4.771660242200815,11.0,28.48307109472572,1.6339318303814436,948.763031678295,278.7213504162134,20.17380326327977,1,0,0,0,1,0
2020-11-01,Hamilton,21,Mercedes,Singapore,3.434,0.4143135420208428,6.0,0,8,335.4,9.132089997618792,13,71.32089997618793,84.42963179329217,6.170819752304887,9.70534909214745,10.0,47.29123437560141,1.8970008443439064,963.7170668495352,273.46097123186144,32.768682564439146,0,0,1,0,1,0
2019-06-01,Norris,23,Haas,Singapore,2.71,0.4810738342090271,20.0,1,0,326.4,5.212067203010811,5,52.12067203010811,87.66445893526736,7.327130496321096,6.920108851580919,12.0,54.7506385505033,1.740730063288261,949.6435769938169,271.75581756342706,30.435275078719474,0,1,1,0,0,1
2015-09-30,Leclerc,26,Ferrari,Abu Dhabi,2.84,0.5048073651868312,7.0,0,6,342.0,5.915457252485964,1,49.15457252485964,82.66917471567055,0.4061011555824445,7.686261218610577,10.0,74.40204927089175,1.8056953510553475,921.4627608231046,264.7628473490545,25.552695261768257,1,0,1,0,0,0
2017-03-16,Norris,19,Alpine,Monza,2.009,0.4823487350698964,6.0,0,8,334.9,7.3469940442148065,5,63.46994044214807,82.28276543697373,4.898257335974981,2.2644617834305416,10.0,32.421327225539706,1.532385059281434,923.4296602920376,265.80742329105243,22.99663418334207,0,0,0,0,0,1
2010-09-03,Hamilton,38,Williams,Silverstone,3.348,0.5122360563738955,7.0,0,6,319.4,5.989106875655782,4,59.89106875655782,85.22402478495171,5.12673220211092,8.805068458160775,10.0,65.23681781732478,1.9004226173998373,952.4439454406828,268.48120950605374,28.4403792850907,0,0,0,1,0,1
2019-10-30,Verstappen,33,Alpine,Suzuka,3.163,0.5114817780153628,5.0,0,10,314.3,7.121372842425187,7,61.21372842425188,85.9692819873604,3.185385970742697,1.8057125048770704,10.0,30.97800422406481,1.5379940483478711,975.2674228262782,272.45761094839327,43.572742597812976,1,0,0,0,1,0
2023-03-29,Ricciardo,32,Aston Martin,Montreal,3.004,0.4538846300717716,3.0,0,15,341.9,9.404559403015847,13,74.0455940301585,92.09073477724836,3.4500217003843714,9.592525838500777,8.0,72.19885711624886,1.922508510983431,914.1374228579336,264.0930966337739,28.080073300518883,1,0,1,0,0,1
2020-06-11,Perez,27,Aston Martin,Abu Dhabi,2.533,0.4560695340784971,2.0,0,18,330.2,13.060269158131618,19,90.60269158131618,89.75100843787305,7.303551831627589,1.6899188879476792,8.0,59.17500554038818,1.456652781272567,943.6986928605588,264.3740177170451,32.96976554358415,1,0,1,0,0,1
2021-04-12,Sainz,28,McLaren,Monza,2.343,0.4887360041844499,20.0,1,0,336.0,6.204728988580115,2,52.04728988580115,86.41392081821242,8.287568310027769,6.310219121764453,10.0,43.07290511192054,1.7576314141020528,920.742512596846,281.0967245199248,37.57547397237944,0,1,0,0,1,0
2012-11-15,Verstappen,23,Alfa Romeo,Silverstone,2.995,0.5085750764758052,6.0,0,8,329.0,9.29987353348136,1,52.9987353348136,92.54223419743904,7.756223933339472,2.21892857881808,10.0,20.08885267685028,1.5590356066651967,960.191525779592,273.204220918325,29.09074005948235,1,0,0,0,1,0
2012-04-21,Sainz,29,Mercedes,Melbourne,3.88,0.4278150572666544,4.0,0,12,333.9,9.156355536630825,11,71.56355536630825,94.11918349455117,6.185802417749874,2.157536906394942,8.0,79.6029793360346,1.5486241477981064,939.2501895134808,255.63626715428796,44.29455206802402,0,0,0,1,0,1
2021-01-17,Ricciardo,23,Williams,Interlagos,2.411,0.4130755565522527,3.0,0,15,307.2,12.994294474943576,19,94.94294474943575,87.6989609032493,1.1202665232920306,4.7576504572516525,9.0,54.57774406605783,1.554536889108308,974.2518172040104,270.33898139326595,44.06118237355278,0,0,0,0,1,0
2020-06-05,Alonso,37,Alfa Romeo,Abu Dhabi,2.779,0.5213002984043177,20.0,1,0,338.4,6.686991490196718,3,56.86991490196718,93.4947507795176,8.516487607648104,7.426252291838929,12.0,97.81643655420758,1.7706729586305494,909.987853703724,259.18323989359965,26.294557395634104,1,0,0,1,0,1
2010-05-09,Sainz,26,Alfa Romeo,Interlagos,2.955,0.4550548622315964,3.0,0,15,327.0,10.35172458146578,17,83.51724581465781,90.43298321762391,1.31414125488571,9.091589100192811,8.0,39.498041241549714,1.8492046274429177,957.2540753000231,266.00016647363793,32.43121264730964,0,0,0,0,1,0
2010-03-23,Alonso,29,Alpine,Spa,3.437,0.3896412454250716,20.0,1,0,342.2,15.30454493740108,19,93.0454493740108,85.22131027357884,7.630543105786613,6.838368467226366,6.0,63.374260978206266,1.815922478101453,937.8219613097124,264.4511022634913,27.521957745419243,0,1,1,0,0,1
2015-05-03,Sainz,31,Williams,Singapore,3.106,0.4634169176332096,20.0,1,0,336.2,10.16436444181402,7,66.64364441814018,83.40521169054848,4.662174919565604,7.304708925899773,9.0,31.10338416300926,1.7450917173342044,939.0455348229584,286.1870812907087,27.12101235943669,0,1,0,0,1,0
2019-02-25,Verstappen,22,Williams,Singapore,3.387,0.4511759555081636,20.0,1,0,336.0,9.920939865459214,11,69.20939865459214,83.35449881526388,9.85883973534349,8.081091023076802,10.0,72.08689342694923,1.805367658999748,958.7752031594958,261.3457394235016,20.92217368386332,0,1,1,0,0,0
2010-11-23,Vettel,25,Haas,Silverstone,3.429,0.4296952243662902,1.0,0,25,326.1,9.573275482235903,15,85.73275482235904,86.62398515263799,8.780275998943274,5.15839834410562,8.0,72.46562570862284,1.611644772326233,951.6826998189084,254.80952451121743,35.23910834949742,0,0,1,0,0,1
2015-06-02,Verstappen,28,Alpine,Silverstone,3.748,0.4518493307020395,1.0,0,25,328.3,13.391356206339871,17,83.91356206339873,98.21953519569024,6.298244359184827,5.029484889975323,6.0,26.73445031456496,1.6132134679895809,907.6973331667429,262.07101303821435,32.56697558072154,0,0,0,0,0,1
2015-12-01,Alonso,43,McLaren,Interlagos,2.973,0.5191032994473549,4.0,0,12,336.1,11.229890472136846,5,57.29890472136846,82.90989935576668,5.736629559973087,7.477119698091255,9.0,76.68294660404096,1.802931264672461,962.2634163517909,267.5245748289842,21.286968781249733,0,0,0,1,0,1
2011-04-21,Sainz,32,Alfa Romeo,Silverstone,2.749,0.4627620587083438,20.0,1,0,348.0,7.607625228850208,8,61.07625228850208,85.92588635222864,8.278326958844817,6.3636134740913874,11.0,41.98953268956029,1.918687158788858,889.0143523246882,270.4263244537478,26.96616160591529,0,1,1,0,0,1
2014-12-15,Ricciardo,37,McLaren,Monza,3.617,0.4465482095713313,6.0,0,8,320.8,9.613487726467062,15,76.13487726467062,97.9885924355903,5.488922321462205,3.646197354840506,8.0,30.498162539589423,1.5921626911795843,950.8618133255468,267.2380052941591,42.70664714916634,1,0,0,0,1,0
2011-10-25,Vettel,29,Ferrari,Monaco,2.173,0.4702292747859561,20.0,1,0,324.2,8.733241362467695,4,62.33241362467695,80.32512057915342,0.7900211757844189,8.629616184820065,11.0,77.70467018179424,1.744314820344905,942.1816353778036,281.8874282572018,25.989047266674312,0,1,0,1,0,1
2012-11-26,Verstappen,21,AlphaTauri,Spa,3.092,0.4740079099792308,6.0,0,8,333.8,6.065922460704681,11,65.65922460704681,92.5951361415894,8.058681537759377,8.615118600333183,11.0,49.99934343931386,1.779762093920527,906.2981069281004,260.5365747275767,23.622371802280576,1,0,0,0,0,1
2015-04-20,Bottas,21,Haas,Monaco,2.827,0.4593845699290727,3.0,0,15,319.4,13.396497781995246,12,68.96497781995245,97.42084776443836,6.464525162314949,8.387113010886914,9.0,64.47354411741426,1.729387567700896,1002.8483595012348,248.63052236585872,32.23631900693908,0,0,1,0,0,1
2017-09-09,Bottas,31,Haas,Monza,2.677,0.4942953336652601,20.0,1,0,336.0,8.098073073125686,10,65.98073073125687,84.02085634783249,4.298310609553971,8.965041218736545,11.0,23.600517642908017,1.941861632708317,917.8148537173588,273.9038830473519,44.64126135276501,0,1,0,0,0,1
2016-10-24,Alonso,34,Mercedes,Suzuka,3.996,0.4199813304330027,2.0,0,18,312.4,13.502051875038202,18,90.02051875038201,87.92622956086065,5.08344982146911,2.8488868975667607,9.0,66.98250365617423,1.4186859472073932,970.7525619025744,264.9420216100688,26.05138178778751,1,0,0,1,1,0
2014-11-12,Perez,33,Haas,Monza,3.079,0.523307330529672,9.0,0,2,335.9,5.715633071430489,5,62.156330714304886,87.59904308046173,7.990948795154499,5.993839640507074,11.0,64.20229025251959,1.729172216795778,915.939660854245,264.2833276115744,36.80338868514696,1,0,1,0,1,0
2015-10-21,Verstappen,26,Aston Martin,Singapore,3.251,0.4833819661594274,20.0,1,0,353.9,8.04588654522756,7,65.4588654522756,92.5863585769638,7.01294480973179,9.072931881193512,11.0,52.42879045635961,1.8807515767994096,938.1380402849248,275.19570867901405,39.04049038321794,0,1,0,0,0,1
2010-12-16,Perez,28,Haas,Interlagos,2.691,0.4674861623902048,6.0,0,8,345.7,8.55161700656216,7,55.51617006562161,96.89875415976044,9.475869424872895,8.367894330985354,10.0,68.1235459330907,1.901444069048816,912.5222705470504,263.6578627788845,25.940938599809996,1,0,0,1,0,1
2014-07-21,Vettel,30,Ferrari,Singapore,3.271,0.4285386406257847,20.0,1,0,330.2,12.801660049638375,12,78.01660049638376,92.62255388025396,0.0531432022086664,7.900524774632383,8.0,87.73590528403469,1.817425273416145,933.5419035772304,264.8287955390219,38.205408715296485,0,1,0,1,0,1
2011-03-11,Bottas,28,Haas,Montreal,2.614,0.4706042750565902,20.0,1,0,322.5,9.18687686416291,11,66.8687686416291,99.92390072587465,8.033023261837817,9.26599260292715,7.0,64.3479742050463,1.7934114843345472,963.6730305767042,263.6692912589483,29.19457831798133,0,1,0,1,0,1
2020-10-25,Leclerc,25,Red Bull,Montreal,3.034,0.4604078727016341,20.0,1,0,324.8,6.692123432224424,8,56.92123432224424,85.21636085382893,8.459700188106186,4.56426183882686,12.0,65.60027132432342,1.6342857593087452,917.972248500221,271.1111397766748,35.807645764839485,0,1,0,1,0,0
2023-07-02,Leclerc,38,McLaren,Interlagos,2.551,0.5008669053290888,20.0,1,0,323.7,5.884641880125498,5,53.84641880125498,83.93120020590725,1.913791950962327,2.954742128843548,11.0,38.82305956012973,1.539319325708453,1001.4859889718192,279.00526947444,35.838242769022365,0,1,0,0,0,1
2010-06-01,Bottas,41,Williams,Montreal,3.089,0.4594771783291574,2.0,0,18,317.8,12.308564591643798,15,83.08564591643797,86.29672384153123,3.580715484488852,5.901592204812471,8.0,47.34206635639134,1.5457494647798873,943.2963008365832,266.21496561582273,33.394367101868966,0,0,0,0,1,0
2023-08-25,Hamilton,33,Williams,Melbourne,2.576,0.5138592764961515,6.0,0,8,314.5,6.132231972192875,2,51.32231972192875,94.45833715308764,3.6134811993187608,9.28534641580532,10.0,44.949848135437165,1.7762339326682703,976.1750944776912,278.84459834253425,22.25724425136021,0,0,1,0,1,0
2023-10-10,Ricciardo,30,Red Bull,Monaco,3.27,0.4671709978984951,1.0,0,25,312.7,16.5151446348512,16,80.151446348512,84.92567582306938,8.192335380220987,1.7169654080039594,7.0,82.01717976456078,1.4386403763971516,972.313921553236,255.4471918099096,40.88256238973095,0,0,0,1,1,0
2013-02-08,Vettel,21,Mercedes,Monaco,2.227,0.4624578703769849,20.0,1,0,323.0,11.220383319656689,14,77.20383319656689,89.1362407213442,1.441308226553657,8.242871356778991,9.0,94.88330646527524,1.7711835932937503,968.4370605644822,254.6694489017323,28.0195016242934,0,0,0,1,1,0
2020-07-09,Sainz,23,McLaren,Abu Dhabi,3.019,0.4939417770611295,20.0,1,0,329.0,7.758579531862561,4,62.585795318625614,86.0013894524863,7.410087982011952,7.739340953853454,9.0,62.37212539614473,1.8176509385010424,903.4356458409204,275.7410152365944,24.662962759996358,0,1,1,0,1,0
2010-02-06,Bottas,29,Ferrari,Monza,3.372,0.4430158496487261,5.0,0,10,329.2,8.228782953357737,13,72.28782953357737,84.29656608185624,4.71023336929325,2.3175517475247784,10.0,20.370343359471704,1.5054009070161545,893.1312860928213,272.7991631373921,21.0193785388691,1,0,0,0,1,0
2010-11-05,Norris,22,AlphaTauri,Spa,2.414,0.4599266501686359,5.0,0,10,350.9,8.353557639753713,8,58.53557639753714,89.51900161639321,9.270238325192151,2.5873131667094387,9.0,63.014323467667694,1.6273752110481392,912.9605929091406,263.51084870965764,34.77232357970605,0,0,1,0,1,0
2020-03-31,Norris,23,McLaren,Silverstone,3.669,0.438554292647575,20.0,1,0,311.7,6.404712918876856,10,69.04712918876857,88.03948321908655,5.615295561470461,4.368813313721336,11.0,31.75227335535506,1.5525457572344816,961.2190262014244,279.0829533538098,36.939109046057055,0,1,0,0,1,0
2012-07-24,Alonso,33,Ferrari,Silverstone,4.01,0.4568748249834612,6.0,0,8,334.7,10.568629999666594,9,75.68629999666595,96.82994243138184,1.0924151651061509,4.752270338106289,10.0,48.03573348547301,1.757776003970954,932.7311533964572,267.5280726240921,20.4146957231964,1,0,0,0,0,0
2013-02-03,Perez,29,McLaren,Monaco,3.485,0.4943785096534519,9.0,0,2,336.5,6.9855349894722165,10,59.85534989472217,89.9175425263268,1.23804240400734,3.036891056510385,12.0,31.193763187428512,1.554806484954926,942.6664772947636,265.1719539104255,32.802326457482025,1,0,0,0,1,0
2023-04-09,Ricciardo,31,Aston Martin,Suzuka,3.169,0.4299720465520105,4.0,0,12,334.6,8.43501253424905,17,79.35012534249051,87.65038715600807,9.420166809786084,5.510921586500237,9.0,65.73184967580835,1.7072455283359476,922.9473382298464,264.80946386337405,25.66239437994845,0,0,1,0,0,1
2021-09-28,Alonso,30,Alpine,Suzuka,2.425,0.4896064079362197,4.0,0,12,335.9,8.974676231315291,6,64.74676231315291,94.87794868308345,3.9762669083153295,3.735427250607952,9.0,33.231466033997734,1.6988363436887433,933.944335466723,266.77984614400174,36.12931976023624,1,0,0,0,0,1
2021-08-23,Perez,36,Red Bull,Monaco,2.868,0.5259612681961369,7.0,0,6,319.5,7.018797692415991,5,60.18797692415991,90.22225520642414,9.749899173066128,2.5199289925529427,10.0,87.95089892241575,1.5473881667085505,942.2476565363992,268.4826050491719,24.359160725124788,1,0,0,1,0,0
2014-01-16,Perez,30,AlphaTauri,Suzuka,2.346,0.4848796321204806,6.0,0,8,342.6,8.405069192747607,9,64.05069192747608,84.33253213361576,2.4627930729847405,9.736890166301214,10.0,38.40578207962941,2.004969508354299,928.2107178357976,272.16261021400425,37.27344345256165,1,0,0,0,1,0
2011-03-06,Sainz,28,McLaren,Abu Dhabi,3.462,0.5048096125973969,4.0,0,12,327.8,8.721995641664414,1,47.21995641664415,93.7028594569685,6.405433585186148,4.359407980775123,10.0,28.60466559277285,1.618135480596749,951.388202809163,272.75350854714185,29.668383657513434,1,0,0,0,0,1
2022-08-17,Verstappen,31,Williams,Abu Dhabi,3.818,0.4638749432869321,20.0,1,0,328.5,7.82283192322976,3,58.2283192322976,97.42727768459132,4.114858682476372,1.337108756580281,12.0,84.85429217857593,1.580931506720666,920.3647849687482,269.58609894339827,43.418249718418366,0,1,0,1,0,0
2012-09-10,Ricciardo,33,Ferrari,Interlagos,3.33,0.4683255667379813,20.0,1,0,339.9,7.210547300288054,2,57.105473002880544,95.1223648455653,2.980466228487701,7.5261537866579875,11.0,46.70283559473518,1.8258810823089608,920.2820120155312,276.1328392595391,23.43802360364983,0,1,0,0,0,0
2018-05-23,Sainz,26,Williams,Interlagos,4.064,0.3926561562421419,1.0,0,25,337.1,12.572055378378426,18,95.72055378378428,93.87097329186852,7.740724218915722,3.4407887048698846,6.0,30.267310726519582,1.6031431909026392,904.5280520124992,259.82461498289933,28.52665877625646,0,0,0,0,0,0
2022-06-02,Vettel,22,Mercedes,Melbourne,2.851,0.4909960711536021,20.0,1,0,328.0,9.534619962286635,8,60.34619962286636,99.70234578820182,7.2215714290561905,7.786620788886077,9.0,49.37999018742346,1.8001930212223347,949.3273663461188,285.02023694601,22.83683803101473,0,1,1,0,1,0
