Date,Driver,Age,Team,Circuit,PitStopTime,ReactionTime,FinalPosition,DNF,Points,MaxSpeed,Overtakes,Experience,DriverSkill,CarPerformance,TrackFamiliarity,WeatherCondition,TyreCompound,EngineMode,QualifyingPosition,TyreWear,FuelConsumption,DownforceLevel
2021-04-22,Perez,27,Alfa Romeo,Montreal,2.32,0.4295187916596983,3.0,0,15,329.4,11.743055351654856,15,82.43055351654856,94.6953858581264,3.9248626132691546,Mixed,Hard,9.595600633613218,7.0,32.40243435571332,1.8849076084435408,978.3720570797615
2011-08-27,Ricciardo,18,Alfa Romeo,Spa,3.267,0.44331306336792425,6.0,0,8,327.8,7.447688685310983,10,64.47688685310983,96.05195208388893,9.12057104427776,Mixed,Hard,3.059545638819979,10.0,51.40843813777954,1.5962796057501563,981.6372459210029
2017-04-22,Alonso,33,Williams,Singapore,3.077,0.4619945999892199,7.0,0,6,326.2,6.3037861754894315,2,63.037861754894315,81.6900184808916,8.335913607853664,Dry,Soft,3.1336596901992113,10.0,78.84800832851846,1.443338203135355,954.6887986970763
2023-05-25,Vettel,25,Aston Martin,Abu Dhabi,2.166,0.4510484911783556,6.0,0,8,342.1,6.8923242254998724,9,68.92324225499873,94.08711129640984,7.638933147884979,Mixed,Soft,4.323314053465209,10.0,86.72678786047247,1.718960221807712,880.7503743679302
2022-03-13,Leclerc,32,Williams,Interlagos,2.172,0.44370631648697956,1.0,0,25,333.3,13.354907674535124,16,93.54907674535123,99.65798785570811,3.5907966796751047,Mixed,Medium,7.810225748313018,6.0,57.18220500853364,1.7443849701545744,930.4962040375249
2021-05-07,Leclerc,29,Alfa Romeo,Suzuka,2.714,0.5147519195080906,4.0,0,12,326.6,9.975472265614895,10,69.75472265614896,82.00701093778041,6.531844725070009,Dry,Medium,4.9195613090264425,10.0,61.850011232841005,1.6732807681019033,954.5035129757371
2014-08-09,Alonso,31,Alpine,Monza,3.043,0.45287204329872216,20.0,1,0,329.1,7.187694437099656,8,66.87694437099655,98.29117509525047,6.855855072238293,Mixed,Soft,1.7526228840225453,9.0,90.61512994930162,1.4684718011936864,978.4882850619716
2019-06-27,Leclerc,29,Aston Martin,Interlagos,2.545,0.42746828652808755,5.0,0,10,333.9,9.669577514415064,16,81.69577514415064,81.06013692952119,1.1967938015331403,Mixed,Hard,6.389166429316953,9.0,53.37386456703428,1.8355623088563497,934.0514840447167
2012-10-23,Hamilton,32,Williams,Suzuka,3.282,0.4856524406017925,20.0,1,0,328.1,6.676167223040428,7,56.76167223040429,95.06338171948853,9.384410815909684,Wet,Soft,1.1800518431145886,8.0,91.2605351876864,1.4820334098633139,942.1928320195598
2014-05-15,Perez,28,Red Bull,Abu Dhabi,2.942,0.49870873915536407,4.0,0,12,329.6,8.79799001967702,5,57.9799001967702,85.71374750515798,7.697317035133054,Dry,Hard,4.691531775557619,10.0,46.65297269112416,1.5771377874017607,958.3002601485151
2014-03-05,Verstappen,28,Alfa Romeo,Abu Dhabi,2.462,0.45416600104732424,1.0,0,25,333.1,11.675517450510608,15,81.75517450510608,96.68674158404133,1.9060453429079538,Dry,Medium,9.901463885218927,7.0,77.18144587466853,1.955261804127286,934.1602113638164
2021-04-02,Alonso,26,Alfa Romeo,Monaco,3.61,0.41914902294017325,4.0,0,12,314.9,11.808762553147847,13,73.08762553147848,89.14643757277321,1.7342592117215594,Mixed,Soft,6.5169716236491295,9.0,69.32678013016977,1.6731599482728265,988.7695530296098
2018-06-27,Leclerc,32,Haas,Suzuka,3.042,0.5134422023437434,7.0,0,6,312.7,7.418963801159835,8,59.18963801159835,85.84013340677399,1.5186480549644876,Mixed,Soft,9.641057848853482,11.0,60.608532074572736,1.8388361283374608,936.378653681016
2017-10-04,Leclerc,22,Aston Martin,Abu Dhabi,2.919,0.5204068406985622,20.0,1,0,317.8,8.421170333203962,4,54.21170333203962,93.54345917046035,8.730069820076487,Wet,Soft,6.186240606462939,8.0,70.76291182278041,1.5988188159867862,966.7946200203623
2016-10-08,Verstappen,33,McLaren,Interlagos,3.259,0.42566957130298316,20.0,1,0,339.6,9.059926617273858,18,80.59926617273858,91.71150562503185,9.518098830547007,Wet,Hard,1.9726806057926833,10.0,52.967359759945865,1.536941642801162,908.0273321410203
2015-01-04,Hamilton,32,Ferrari,Melbourne,2.938,0.48338784860196693,20.0,1,0,338.7,6.173111751104964,5,51.73111751104964,86.38243416482183,9.12783259363573,Wet,Medium,2.157357288852031,10.0,50.69682081900649,1.6015296567639834,939.5396846244829
2017-05-29,Norris,32,Williams,Montreal,2.287,0.4605734071790839,20.0,1,0,326.0,10.879570298041967,12,78.79570298041968,83.95909174792585,7.773261826786464,Wet,Medium,9.442555191527443,8.0,74.15259102441566,1.8508542189887764,981.8000346368792
2014-04-30,Alonso,25,Haas,Singapore,3.021,0.430027593574689,2.0,0,18,340.0,8.362728716114614,8,78.62728716114613,84.42109382891802,0.8643181417298018,Dry,Hard,8.343815121177645,9.0,41.66040058630133,1.8217131146105412,939.4159319323463
2017-09-14,Leclerc,22,Mercedes,Suzuka,3.139,0.4006781483294062,20.0,1,0,334.0,9.1260274186628,18,81.260274186628,85.211969241806,4.623335600353558,Wet,Medium,7.842464275037056,10.0,69.40840096564504,1.861158580128312,952.1525232974652
2021-12-03,Perez,32,Alfa Romeo,Monaco,3.341,0.4362617344048304,20.0,1,0,341.0,12.408080942369704,15,84.08080942369705,81.79050862111868,5.230672309803854,Wet,Hard,8.555612892961953,8.0,20.489103930639217,1.9927278801632222,922.2431288502396
2015-03-13,Alonso,41,Ferrari,Monaco,2.517,0.4503027032801041,20.0,1,0,328.9,8.449012424742657,7,64.49012424742656,84.86297393314918,9.436538963009175,Wet,Medium,3.500420425961288,10.0,75.31047987636617,1.4992016995466757,935.06153802765
2011-12-13,Sainz,35,Williams,Monza,3.224,0.47830814476637407,6.0,0,8,319.1,9.120971534711348,7,76.20971534711349,91.25190962712382,0.052542506665119726,Mixed,Soft,9.326384045126233,9.0,87.08042920656627,1.7249659414966179,941.4389895406173
2020-08-15,Hamilton,26,Haas,Silverstone,2.998,0.4906497298016307,8.0,0,4,335.2,10.237633342968739,4,62.37633342968739,86.88959143278323,3.809986730965562,Dry,Hard,2.755740680681445,10.0,23.40899225073505,1.6062443083022568,899.3245543283643
2015-11-18,Vettel,30,Mercedes,Suzuka,2.567,0.4725534139636973,9.0,0,2,329.8,6.065123080071207,5,65.65123080071207,82.21390816093579,6.801529733169405,Mixed,Hard,4.771660242200815,11.0,28.483071094725716,1.6339318303814436,948.763031678295
2020-11-01,Hamilton,21,Mercedes,Singapore,3.434,0.4143135420208428,6.0,0,8,335.4,9.132089997618793,13,71.32089997618793,84.42963179329217,6.170819752304887,Dry,Medium,9.70534909214745,10.0,47.29123437560141,1.8970008443439066,963.7170668495351
2019-06-01,Norris,23,Haas,Singapore,2.71,0.4810738342090271,20.0,1,0,326.4,5.212067203010811,5,52.12067203010811,87.66445893526736,7.327130496321096,Wet,Medium,6.920108851580919,12.0,54.7506385505033,1.740730063288261,949.6435769938169
2015-09-30,Leclerc,26,Ferrari,Abu Dhabi,2.84,0.5048073651868312,7.0,0,6,342.0,5.915457252485964,1,49.15457252485964,82.66917471567055,0.40610115558244453,Mixed,Medium,7.686261218610577,10.0,74.40204927089175,1.8056953510553475,921.4627608231046
2017-03-16,Norris,19,Alpine,Monza,2.009,0.4823487350698964,6.0,0,8,334.9,7.3469940442148065,5,63.469940442148065,82.28276543697373,4.898257335974981,Dry,Hard,2.2644617834305416,10.0,32.421327225539706,1.5323850592814339,923.4296602920375
2010-09-03,Hamilton,38,Williams,Silverstone,3.348,0.5122360563738955,7.0,0,6,319.4,5.989106875655782,4,59.89106875655782,85.22402478495171,5.12673220211092,Dry,Soft,8.805068458160775,10.0,65.23681781732478,1.9004226173998375,952.4439454406829
2019-10-30,Verstappen,33,Alpine,Suzuka,3.163,0.5114817780153628,5.0,0,10,314.3,7.121372842425187,7,61.213728424251876,85.9692819873604,3.185385970742697,Mixed,Hard,1.8057125048770704,10.0,30.97800422406481,1.5379940483478713,975.2674228262782
2023-03-29,Ricciardo,32,Aston Martin,Montreal,3.004,0.45388463007177166,3.0,0,15,341.9,9.404559403015849,13,74.0455940301585,92.09073477724837,3.4500217003843714,Mixed,Medium,9.592525838500775,8.0,72.19885711624886,1.922508510983431,914.1374228579336
2020-06-11,Perez,27,Aston Martin,Abu Dhabi,2.533,0.45606953407849715,2.0,0,18,330.2,13.060269158131618,19,90.60269158131618,89.75100843787305,7.303551831627589,Mixed,Medium,1.6899188879476792,8.0,59.175005540388184,1.456652781272567,943.6986928605588
2021-04-12,Sainz,28,McLaren,Monza,2.343,0.4887360041844499,20.0,1,0,336.0,6.204728988580115,2,52.04728988580115,86.41392081821242,8.287568310027769,Wet,Hard,6.310219121764453,10.0,43.07290511192054,1.7576314141020528,920.742512596846
2012-11-15,Verstappen,23,Alfa Romeo,Silverstone,2.995,0.5085750764758052,6.0,0,8,329.0,9.29987353348136,1,52.9987353348136,92.54223419743903,7.756223933339472,Mixed,Hard,2.2189285788180797,10.0,20.088852676850276,1.5590356066651967,960.1915257795921
2012-04-21,Sainz,29,Mercedes,Melbourne,3.88,0.4278150572666544,4.0,0,12,333.9,9.156355536630825,11,71.56355536630825,94.11918349455115,6.185802417749874,Dry,Soft,2.157536906394942,8.0,79.6029793360346,1.5486241477981064,939.2501895134808
2021-01-17,Ricciardo,23,Williams,Interlagos,2.411,0.41307555655225275,3.0,0,15,307.2,12.994294474943576,19,94.94294474943575,87.6989609032493,1.1202665232920306,Dry,Hard,4.7576504572516525,9.0,54.577744066057825,1.554536889108308,974.2518172040104
2020-06-05,Alonso,37,Alfa Romeo,Abu Dhabi,2.779,0.5213002984043177,20.0,1,0,338.4,6.686991490196718,3,56.86991490196718,93.49475077951759,8.516487607648104,Mixed,Soft,7.426252291838929,12.0,97.81643655420758,1.7706729586305494,909.9878537037241
2010-05-09,Sainz,26,Alfa Romeo,Interlagos,2.955,0.45505486223159647,3.0,0,15,327.0,10.351724581465781,17,83.51724581465781,90.43298321762393,1.31414125488571,Dry,Hard,9.091589100192813,8.0,39.498041241549714,1.8492046274429177,957.2540753000233
2010-03-23,Alonso,29,Alpine,Spa,3.437,0.38964124542507167,20.0,1,0,342.2,15.30454493740108,19,93.04544937401079,85.22131027357884,7.6305431057866135,Wet,Medium,6.838368467226366,6.0,63.374260978206266,1.815922478101453,937.8219613097124
2015-05-03,Sainz,31,Williams,Singapore,3.106,0.4634169176332096,20.0,1,0,336.2,10.164364441814019,7,66.64364441814018,83.40521169054848,4.662174919565604,Wet,Hard,7.3047089258997735,9.0,31.10338416300926,1.7450917173342044,939.0455348229585
2019-02-25,Verstappen,22,Williams,Singapore,3.387,0.4511759555081636,20.0,1,0,336.0,9.920939865459214,11,69.20939865459214,83.35449881526388,9.85883973534349,Wet,Medium,8.081091023076802,10.0,72.08689342694923,1.8053676589997478,958.7752031594958
2010-11-23,Vettel,25,Haas,Silverstone,3.429,0.42969522436629026,1.0,0,25,326.1,9.573275482235903,15,85.73275482235904,86.62398515263799,8.780275998943274,Dry,Medium,5.15839834410562,8.0,72.46562570862284,1.611644772326233,951.6826998189084
2015-06-02,Verstappen,28,Alpine,Silverstone,3.748,0.4518493307020395,1.0,0,25,328.3,13.391356206339873,17,83.91356206339873,98.21953519569024,6.298244359184827,Dry,Hard,5.029484889975323,6.0,26.734450314564953,1.6132134679895809,907.6973331667427
2015-12-01,Alonso,43,McLaren,Interlagos,2.973,0.5191032994473549,4.0,0,12,336.1,11.229890472136846,5,57.29890472136846,82.90989935576668,5.736629559973087,Dry,Soft,7.477119698091255,9.0,76.68294660404096,1.8029312646724611,962.2634163517907
2011-04-21,Sainz,32,Alfa Romeo,Silverstone,2.749,0.46276205870834386,20.0,1,0,348.0,7.607625228850208,8,61.076252288502076,85.92588635222864,8.278326958844817,Wet,Medium,6.3636134740913874,11.0,41.98953268956029,1.918687158788858,889.0143523246882
2014-12-15,Ricciardo,37,McLaren,Monza,3.617,0.44654820957133134,6.0,0,8,320.8,9.613487726467062,15,76.13487726467062,97.9885924355903,5.488922321462205,Mixed,Hard,3.646197354840506,8.0,30.498162539589423,1.5921626911795843,950.8618133255467
2011-10-25,Vettel,29,Ferrari,Monaco,2.173,0.4702292747859561,20.0,1,0,324.2,8.733241362467695,4,62.33241362467695,80.32512057915342,0.7900211757844189,Wet,Soft,8.629616184820065,11.0,77.70467018179424,1.744314820344905,942.1816353778036
2012-11-26,Verstappen,21,AlphaTauri,Spa,3.092,0.4740079099792308,6.0,0,8,333.8,6.065922460704681,11,65.65922460704681,92.59513614158939,8.058681537759377,Mixed,Hard,8.615118600333183,11.0,49.99934343931386,1.779762093920527,906.2981069281004
2015-04-20,Bottas,21,Haas,Monaco,2.827,0.4593845699290727,3.0,0,15,319.4,13.396497781995246,12,68.96497781995245,97.42084776443835,6.464525162314949,Dry,Medium,8.387113010886914,9.0,64.47354411741426,1.729387567700896,1002.8483595012347
2017-09-09,Bottas,31,Haas,Monza,2.677,0.4942953336652601,20.0,1,0,336.0,8.098073073125686,10,65.98073073125687,84.02085634783249,4.298310609553971,Wet,Hard,8.965041218736545,11.0,23.600517642908017,1.9418616327083174,917.8148537173588
2016-10-24,Alonso,34,Mercedes,Suzuka,3.996,0.4199813304330027,2.0,0,18,312.4,13.502051875038202,18,90.02051875038201,87.92622956086065,5.08344982146911,Mixed,Soft,2.8488868975667607,9.0,66.98250365617423,1.4186859472073932,970.7525619025745
2014-11-12,Perez,33,Haas,Monza,3.079,0.523307330529672,9.0,0,2,335.9,5.715633071430489,5,62.156330714304886,87.59904308046173,7.990948795154499,Mixed,Medium,5.993839640507074,11.0,64.20229025251959,1.729172216795778,915.939660854245
2015-10-21,Verstappen,26,Aston Martin,Singapore,3.251,0.4833819661594274,20.0,1,0,353.9,8.04588654522756,7,65.4588654522756,92.58635857696379,7.01294480973179,Wet,Hard,9.072931881193513,11.0,52.42879045635961,1.8807515767994096,938.1380402849247
2010-12-16,Perez,28,Haas,Interlagos,2.691,0.46748616239020485,6.0,0,8,345.7,8.55161700656216,7,55.51617006562161,96.89875415976044,9.475869424872895,Mixed,Soft,8.367894330985354,10.0,68.1235459330907,1.9014440690488157,912.5222705470504
2014-07-21,Vettel,30,Ferrari,Singapore,3.271,0.42853864062578473,20.0,1,0,330.2,12.801660049638375,12,78.01660049638376,92.62255388025397,0.05314320220866642,Wet,Soft,7.900524774632383,8.0,87.73590528403469,1.817425273416145,933.5419035772304
2011-03-11,Bottas,28,Haas,Montreal,2.614,0.4706042750565902,20.0,1,0,322.5,9.18687686416291,11,66.8687686416291,99.92390072587463,8.033023261837817,Wet,Soft,9.26599260292715,7.0,64.3479742050463,1.7934114843345472,963.6730305767042
2020-10-25,Leclerc,25,Red Bull,Montreal,3.034,0.46040787270163414,20.0,1,0,324.8,6.692123432224424,8,56.92123432224424,85.21636085382893,8.459700188106186,Wet,Soft,4.56426183882686,12.0,65.60027132432342,1.6342857593087452,917.972248500221
2023-07-02,Leclerc,38,McLaren,Interlagos,2.551,0.5008669053290888,20.0,1,0,323.7,5.884641880125498,5,53.84641880125498,83.93120020590725,1.913791950962327,Wet,Hard,2.954742128843548,11.0,38.82305956012973,1.539319325708453,1001.4859889718192
2010-06-01,Bottas,41,Williams,Montreal,3.089,0.45947717832915747,2.0,0,18,317.8,12.308564591643798,15,83.08564591643797,86.29672384153123,3.5807154844888514,Dry,Hard,5.901592204812471,8.0,47.34206635639134,1.5457494647798873,943.2963008365833
2023-08-25,Hamilton,33,Williams,Melbourne,2.576,0.5138592764961515,6.0,0,8,314.5,6.132231972192875,2,51.32231972192875,94.45833715308763,3.6134811993187608,Dry,Medium,9.285346415805321,10.0,44.949848135437165,1.7762339326682703,976.1750944776912
2023-10-10,Ricciardo,30,Red Bull,Monaco,3.27,0.46717099789849514,1.0,0,25,312.7,16.5151446348512,16,80.151446348512,84.92567582306938,8.192335380220987,Dry,Soft,1.7169654080039594,7.0,82.01717976456078,1.4386403763971516,972.313921553236
2013-02-08,Vettel,21,Mercedes,Monaco,2.227,0.4624578703769849,20.0,1,0,323.0,11.220383319656689,14,77.20383319656689,89.1362407213442,1.441308226553657,Dry,Soft,8.242871356778991,9.0,94.88330646527524,1.7711835932937503,968.4370605644822
2020-07-09,Sainz,23,McLaren,Abu Dhabi,3.019,0.49394177706112957,20.0,1,0,329.0,7.758579531862561,4,62.585795318625614,86.0013894524863,7.410087982011952,Wet,Medium,7.739340953853454,9.0,62.37212539614473,1.8176509385010426,903.4356458409205
2010-02-06,Bottas,29,Ferrari,Monza,3.372,0.4430158496487261,5.0,0,10,329.2,8.228782953357737,13,72.28782953357737,84.29656608185624,4.71023336929325,Mixed,Hard,2.3175517475247784,10.0,20.370343359471704,1.5054009070161543,893.1312860928213
2010-11-05,Norris,22,AlphaTauri,Spa,2.414,0.4599266501686359,5.0,0,10,350.9,8.353557639753713,8,58.53557639753714,89.51900161639321,9.270238325192153,Dry,Medium,2.5873131667094387,9.0,63.014323467667694,1.6273752110481392,912.9605929091406
2020-03-31,Norris,23,McLaren,Silverstone,3.669,0.438554292647575,20.0,1,0,311.7,6.404712918876856,10,69.04712918876857,88.03948321908655,5.615295561470461,Wet,Hard,4.368813313721336,11.0,31.75227335535506,1.5525457572344816,961.2190262014243
2012-07-24,Alonso,33,Ferrari,Silverstone,4.01,0.4568748249834612,6.0,0,8,334.7,10.568629999666594,9,75.68629999666595,96.82994243138184,1.0924151651061509,Mixed,Hard,4.752270338106289,10.0,48.03573348547301,1.757776003970954,932.7311533964572
2013-02-03,Perez,29,McLaren,Monaco,3.485,0.4943785096534519,9.0,0,2,336.5,6.9855349894722165,10,59.85534989472217,89.9175425263268,1.2380424040073401,Mixed,Hard,3.036891056510385,12.0,31.193763187428512,1.554806484954926,942.6664772947637
2023-04-09,Ricciardo,31,Aston Martin,Suzuka,3.169,0.42997204655201055,4.0,0,12,334.6,8.43501253424905,17,79.35012534249051,87.65038715600807,9.420166809786085,Dry,Medium,5.5109215865002374,9.0,65.73184967580835,1.7072455283359476,922.9473382298463
2021-09-28,Alonso,30,Alpine,Suzuka,2.425,0.4896064079362197,4.0,0,12,335.9,8.974676231315291,6,64.74676231315291,94.87794868308345,3.9762669083153304,Mixed,Hard,3.7354272506079518,9.0,33.231466033997734,1.6988363436887433,933.944335466723
2021-08-23,Perez,36,Red Bull,Monaco,2.868,0.5259612681961369,7.0,0,6,319.5,7.018797692415991,5,60.18797692415991,90.22225520642414,9.749899173066128,Mixed,Soft,2.5199289925529427,10.0,87.95089892241575,1.5473881667085505,942.2476565363991
2014-01-16,Perez,30,AlphaTauri,Suzuka,2.346,0.48487963212048063,6.0,0,8,342.6,8.405069192747607,9,64.05069192747608,84.33253213361576,2.4627930729847405,Mixed,Hard,9.736890166301214,10.0,38.405782079629404,2.004969508354299,928.2107178357975
2011-03-06,Sainz,28,McLaren,Abu Dhabi,3.462,0.5048096125973969,4.0,0,12,327.8,8.721995641664414,1,47.219956416644145,93.7028594569685,6.405433585186148,Mixed,Hard,4.359407980775123,10.0,28.60466559277285,1.618135480596749,951.388202809163
2022-08-17,Verstappen,31,Williams,Abu Dhabi,3.818,0.4638749432869321,20.0,1,0,328.5,7.82283192322976,3,58.2283192322976,97.42727768459133,4.114858682476372,Wet,Soft,1.337108756580281,12.0,84.85429217857593,1.580931506720666,920.3647849687482
2012-09-10,Ricciardo,33,Ferrari,Interlagos,3.33,0.46832556673798137,20.0,1,0,339.9,7.210547300288054,2,57.105473002880544,95.1223648455653,2.9804662284877015,Wet,Hard,7.5261537866579875,11.0,46.70283559473518,1.8258810823089606,920.2820120155311
2018-05-23,Sainz,26,Williams,Interlagos,4.064,0.39265615624214195,1.0,0,25,337.1,12.572055378378426,18,95.72055378378427,93.87097329186851,7.740724218915722,Dry,Hard,3.4407887048698846,6.0,30.267310726519582,1.6031431909026392,904.5280520124993
2022-06-02,Vettel,22,Mercedes,Melbourne,2.851,0.49099607115360216,20.0,1,0,328.0,9.534619962286635,8,60.34619962286636,99.70234578820182,7.2215714290561905,Wet,Medium,7.786620788886077,9.0,49.37999018742346,1.8001930212223347,949.3273663461187
2022-09-02,Ricciardo,20,Ferrari,Silverstone,2.441,0.42412516465568645,4.0,0,12,317.4,11.225366867801748,18,82.25366867801748,91.9471547059191,1.3980186161743835,Dry,Soft,9.13553767550883,8.0,69.83514754005404,1.7726761616814308,960.1461701618415
2013-05-03,Ricciardo,33,Alpine,Suzuka,2.943,0.42822099121598606,20.0,1,0,333.9,12.191852999530777,9,71.91852999530778,97.55557543143415,4.973026162486133,Wet,Soft,4.486619547063615,8.0,85.51362145559045,1.6775922961349063,932.0520038099389
2012-01-27,Perez,23,Mercedes,Abu Dhabi,3.907,0.4546338498915102,20.0,1,0,328.4,9.117999788291431,6,66.17999788291431,99.35023401254163,1.9738199886096963,Wet,Medium,8.762732677705113,9.0,47.5725585507391,1.8064151694626014,905.8716547282412
2013-12-09,Norris,23,Alfa Romeo,Montreal,3.863,0.4670243092939825,2.0,0,18,339.7,10.923105509366193,6,64.23105509366194,83.49161952127493,2.7617433703705005,Mixed,Hard,5.843770849436265,9.0,54.97964201749835,1.7561546197969136,949.5596806941355
2022-03-13,Vettel,25,Haas,Silverstone,2.352,0.4901934451334548,6.0,0,8,317.1,8.456722033300672,6,69.56722033300672,82.42216889208768,3.7403645348982373,Dry,Soft,3.343386796040013,11.0,85.57953931267113,1.485360228044931,990.7691448615044
2013-08-16,Leclerc,34,Haas,Montreal,2.61,0.4660100819928503,4.0,0,12,324.9,10.579361968404552,17,75.79361968404552,98.16483615782647,9.688569121986085,Mixed,Hard,1.6330844710911152,8.0,32.12046184443835,1.4787689122574075,991.0259844090232
2019-08-05,Perez,31,Alfa Romeo,Melbourne,2.288,0.44349971061554744,20.0,1,0,339.0,10.883833248390916,12,73.83833248390916,97.50034229661183,9.27160891568384,Wet,Medium,4.770220900448136,7.0,72.7336852731389,1.7052109044637613,926.5093231702342
2023-09-03,Hamilton,32,McLaren,Monza,3.227,0.48369252753756947,6.0,0,8,314.8,9.286106481206488,9,72.86106481206488,89.48506958788798,1.2053621075669851,Dry,Medium,9.461110103700397,10.0,72.87902180664003,1.8464746664927838,939.7181823056694
2013-05-03,Leclerc,16,Haas,Interlagos,3.123,0.464989211476251,2.0,0,18,334.8,11.277571250277003,14,77.77571250277002,85.18048927374983,7.956116636453649,Mixed,Soft,8.115515613614544,9.0,89.28186636312464,1.8722834100209806,944.2224979527965
2018-10-29,Vettel,31,AlphaTauri,Monza,3.732,0.4871027980757359,6.0,0,8,343.2,6.801160247863134,3,53.01160247863134,80.97992819819838,6.311011469910358,Mixed,Medium,8.084192580451237,11.0,67.45999142183112,1.8492475991334902,920.1952706677001
2020-02-11,Verstappen,33,Mercedes,Silverstone,3.022,0.49745856522387794,20.0,1,0,327.1,7.400141948258034,10,69.00141948258035,81.69675846691324,5.33227863615762,Dry,Soft,3.316442061462838,11.0,98.57503135339313,1.5655884463639858,944.0121635341727
2023-05-06,Leclerc,25,Haas,Monza,2.444,0.41852590447843946,20.0,1,0,322.1,11.066685944603151,19,90.6668594460315,81.22837198252982,9.500230809831521,Wet,Hard,6.568193430213155,8.0,21.383609870401493,1.6087698222607476,947.2856260703935
2010-10-24,Perez,28,AlphaTauri,Monza,4.306,0.5197342250831248,6.0,0,8,342.7,5.956238336841261,8,59.562383368412604,91.89925606247633,9.200553046745652,Mixed,Medium,2.552214521956554,10.0,66.74169231670933,1.552342261144557,889.7808751031288
2010-01-12,Alonso,30,AlphaTauri,Montreal,3.279,0.4590855440425459,20.0,1,0,325.9,8.368141635536084,11,73.68141635536084,99.5922822012762,5.519925092799262,Wet,Soft,7.705132057639569,8.0,78.09307874976349,1.8385620223652486,921.7358534442611
2018-01-13,Sainz,29,McLaren,Abu Dhabi,2.372,0.48949201859133673,20.0,1,0,333.9,6.6338115358509615,10,66.33811535850961,88.1404191223348,1.4066574196553205,Dry,Soft,6.8963650494700435,10.0,94.70416727571609,1.7420190369217192,918.077341031026
2016-01-09,Alonso,29,Red Bull,Singapore,2.85,0.4347416932931735,8.0,0,4,326.4,7.395174002233126,3,53.95174002233126,87.42314826100196,3.055337667075977,Dry,Medium,7.748294326720295,12.0,57.99527783873647,1.7758610671641792,963.7796467109566
2010-10-21,Sainz,26,Ferrari,Abu Dhabi,2.493,0.40548417232660516,3.0,0,15,335.7,9.897994944049604,13,78.97994944049603,84.19714933481028,4.33639512515027,Dry,Soft,7.4215595008610515,8.0,80.02981291286937,1.817091044112702,931.1187017884615
2013-01-02,Alonso,33,Williams,Monza,2.802,0.4297563382174994,20.0,1,0,321.3,9.413790457050416,16,84.13790457050416,80.28853872795766,0.5730030148198206,Wet,Medium,1.0615612389085425,10.0,41.92947705652662,1.3398500860425602,979.1570583645546
2023-02-15,Sainz,24,Alfa Romeo,Abu Dhabi,3.106,0.4560436826363698,3.0,0,15,339.4,9.791446585436422,15,77.91446585436422,97.41847360247095,3.534017881418184,Mixed,Soft,5.180503695680789,8.0,65.15411789457862,1.6989176159999173,908.9446871495907
2015-12-25,Sainz,34,Aston Martin,Spa,3.431,0.44245872116020474,20.0,1,0,323.3,13.584426887801893,16,80.84426887801894,87.07317591271973,7.191531843280348,Wet,Soft,4.055130186913685,9.0,65.64576464548416,1.5420352986884385,938.9709990684722
2021-02-07,Alonso,27,Haas,Montreal,2.692,0.48226168704667133,6.0,0,8,324.7,6.945272180513027,2,59.45272180513027,93.41879293931578,3.900530259942813,Dry,Medium,1.6088159548348,10.0,59.779550756200905,1.5063276540830421,966.6999566429505
2010-03-17,Bottas,24,Mercedes,Interlagos,3.573,0.49057473905079496,8.0,0,4,345.3,7.496928427080124,4,54.96928427080124,92.25600625806607,3.4116021140548405,Mixed,Hard,3.774742229348468,12.0,32.2418176221327,1.6065388647283356,909.3854470431858
2014-09-25,Leclerc,35,Haas,Melbourne,3.751,0.48591590270900664,9.0,0,2,325.6,6.07503628407583,2,50.75036284075831,85.64449518980284,2.8450122518954437,Mixed,Soft,8.62295399883304,12.0,60.82558860824512,1.8038720932723284,951.6381912896043
2011-12-06,Hamilton,21,McLaren,Interlagos,3.072,0.4369795090986062,20.0,1,0,347.4,11.427817178917001,8,69.27817178917002,93.13232380622728,7.026733650133913,Wet,Soft,3.4922035868466255,9.0,92.44683658501836,1.6713584978192813,875.5722823168838
2010-08-27,Alonso,22,Williams,Melbourne,4.15,0.44689315835757387,6.0,0,8,313.2,11.27163119049724,5,67.7163119049724,84.33021573276689,3.7421981740765498,Mixed,Hard,2.0142062654905777,11.0,20.184951785302157,1.4473287485040374,962.8102564703325
2020-11-06,Vettel,24,AlphaTauri,Silverstone,3.516,0.4453660345764381,8.0,0,4,347.6,11.41863042871557,19,79.1863042871557,88.76273934489309,3.3243228061175656,Mixed,Hard,4.0851437819042316,11.0,40.94815232185506,1.6742986883441593,912.5862964959464
2010-11-17,Bottas,27,Alfa Romeo,Spa,2.906,0.4362306427126646,6.0,0,8,336.7,8.803967549681447,15,78.03967549681447,87.05885484764947,6.4796587518856095,Mixed,Medium,1.6544233001533872,10.0,48.92907963755361,1.5754603491797805,952.0846330065674
2018-02-10,Perez,32,AlphaTauri,Interlagos,3.719,0.4943290045008949,20.0,1,0,331.6,7.961808465764742,4,59.618084657647415,86.77739414221791,2.6561684434735455,Wet,Hard,7.974879619083069,10.0,53.73345003170145,1.7746410705478732,951.4068372961736
2019-11-29,Alonso,27,AlphaTauri,Silverstone,2.666,0.4755287617928581,4.0,0,12,329.2,9.713721499713241,11,72.13721499713242,95.64833237018564,0.11689417737731356,Mixed,Medium,3.550212897120399,9.0,42.305903913982746,1.5170155439411421,959.1673063924312
